content,score
"Versi terbaru youtube kalo saya nonton video itu biasanya saya ubah ke 360p resolusi nya , tapi setiap saya ganti video itu keubah jadi 144p terus itu bikin kesel tolong buat kualitas videonya kayak dulu cuman 144p , 240p ,360p dll gk kayak sekarang ada yang penghemat kuota lah apa lah",3
"Semua fitur yang ada di YouTube lumayan,tapi saya hanya kasih 2 bintang saja karena YouTube nya mengalami bug,bug ya yaitu keluar sendiri alias error,dan di tambah penyimpanan data, memori, cache itu masih normal alias masih hp baru",2
ngeleg terus juga kalau masuk keluar sendiri 😡😡😡😡👎👎👎,1
"Udah hampir 1 tahun lebih youtube jadi aneh, selalu terkeluar, ngelag padahal memory gk full + jaringan bagus² tuh. Tolong diperbaiki lagi, karena jika tidak diperbaiki, banyak orang bakal ke tiktok.",1
"YouTube short nya suka loading doang. Bahkan gak bisa diputer. Gw pikir itu karena sinyal gw, eh ternyata dari youtubenya. Terus kalau nonton live juga suka pindah ke resolusi paling rendah. Padahal nonton di 1080p mampu.",1
ada bug pas aku nonton vidio nya ke pause sendiri,1
"Ketika mendengarkan playlish lagu,iklan yg muncul bukan iklan biasa,melainkan iklan durasi sama dengan lagu bahkan lebih.apalagi iklan pinjol dengan adegan murahan.ini semua tujuannya agar kalian mau membeli youtube premium !!!!",1
"Untuk sebuah masukkan, pada YouTube ini perlu adanya sebuah update klik REPEAT (mengulangi satu video), Sehingga memudahkan para pengguna jika ingin mengulang video tersebut dalam keadaan apapun. Baik akan tidur, diperjalanan, diatas kendaraan, dll. Tq",4
"Ini di YouTube update terbaru kenapa setelan download menggunakan datanya gak ada ya?hanya menggunakan WiFi doang. Tolong yah pengembang diperbaiki,kenapa semakin di update malah kurang gini sih jadinya?udah dicari-cari di setelan tetap gak ada. Padahal mau download pakai data. Ribet banget.",2
"Maaf Bintang saya turun kan. Karena saya sangat terganggu pada iklan yg berlebihan pada saat saya memutar video. Bahkan 1 video berdurasi 10 menit, bisa berisi iklan lebih dari 5 kali. Diawal video sudah 2 iklan, ditengah mau sampai 3 iklan, di akhir 2 iklan. Kan Sudah lebih banyak durasi iklan dari pada durasi video. Jd periklanan itu tolonglah dikurangi, cukup 1 aja diawal video. Jgn terlalu berlebihan sekali,",1
developer klo mo ngasih iklan saran saya awal sama akhir saja klo d tengah tengah mengganggu konsentrasi orang yg lg nonton apalagi lagi nonton resep masakan buyar itu semua langsung -_-oh ya klo misalnya ada video yg viewers ny bejibun tolong jgn d freeze kan . Kenapa harus update sih!!?! Ga punya memori aku!!huhu,4
"Saya agak kesal kenapa setiap saya putar vidio kok selalu ada iklanya dan berulang ulang.menurut saya tolong iklannya di hilangkan atau paling tidak di sedikitkan.saya mohon kepada developernya tolong di pertimbangkan lagi,terima kasih!",2
Yt bagus bgt. Bisa bwt nonton banyak video dan ada short yg bikin makin seru jg.kita bisa atur kecepatan videonya. Tpi terlalu banyak iklan ketika nonton video.sekian terima kasih,4
ga bisa muter lagu,2
"Saya sangat suka dengan youtube karna jika saya ingin menonton video semua ada tapi sayangnya klw sedang asyik nonton tiba tiba iklan itu yg paling sebel,jadi mohon untuk mengurangi iklan youtube,terutama ketika jika lagi nonton seru tiba tiba iklan kan jadi lama nunggunya.",4
"Bagus sih,tapi kenapa setiap play video itu selalu ada notif ""jeda"" nya? Jadinya musik berhenti dan capek harus ngeklik lagi, dan juga tiap nonton video selalu milih 480p tapi kualitasnya seperti 240 dan dari kualitas 480p tiba-tiba kualitas nya malah jadi 240p, why? Tolong perbaiki!",2
YouTube mentranslate judul video dalam bahasa lain ke bahasa default perangkat saya. itu tidak nyaman dan menbuat saya kesal karena terkadang penerjemahan bahasanya buruk atau membuat saya mengira itu video lain daripada video yang saya cari. ditambah lagi tidak ada fitur untuk mematikan penerjemahan otomatis judul dan deskripsi video yang membuat pengguna tidak bisa mematikan fitur tersebut secara manual jika ingin melihat judul/deskripsi original video tersebut.,2
"Youtube makin lama makin aneh. Udh mah tiba2 nge update sndiri padahal dri playstorenya udh dibilang jgn update otomatis, setelah beberapa video jd ngelag2, yg paling ngeselin fitur terjemahkan otomatis. Dan g bisa dimatiin. Gei pokoknya",1
"Youtube skrg jelek banget. Iklan ada dua di stiap satu waktu. Contoh di awal video ad dua iklan, tengah video ada satu iklan, akhir video satu iklan. Ini saya pngen nonton video, bkn nonton iklan bodoh!",2
ya semua fitur si bagus tapi fitur penghenat data di yt short tidak terlalu berfungsi saran tambahin fitur auto resolution jadi bisa memilih resolution pada yt shot dan akan tetap resolution video yt short dan yt biasa agar tidak milih manual resolusi nya bisa 1080p dan sampai 144p bisa memilih sendiri,4
"Jujur, belakangan ini youtube memiliki banyak gangguan mulai dari masalah sinyal,resolusi dsb.saya berharap dngn mengupdatenya bisa mengatasi kendala tersebut. Akan Tetapi ternyata saya salah,ternyata setelah di update pun tidak ada perubahan sssaaaaaat!!!",1
Wowwww bagus sekali bisa nonton banyak video bagus banget deh tapi yang bikin kurang itu semakin lama youtube nya sudah usang jadi tidak bisa nonton video lagi bisa sih tapi di youtube kids kalau nonton di go tube malah ngelag hp ku,5
"Saya gak pernah utak atik pengaturan, tapi tiba² video² dari channel yg saya subscribe pada ilang. Ternyata ""mode terbatas"" aktif sendiri, dan gak bisa di nonaktifkan. Gak bisa komen+baca komenan juga. Mengganggu sekali",1
"Setelah update ui-nya berantakan tadi berhenti ketika layar ke arahin portrait dan mulai lagi ketika landscape, dan ketika aku ke versi sebelumnya YouTube-nya otomatis ke versi terbaru meskipun auto updatenya aku matiin, tolong perbaiki",1
"Coba seperti dulu kualitas video ny bisa di custom jdi tiap buka video baru gak usa buka setelan lgi ngaturin ke kualitas yg kita mau, kalo gini ribet amat cuma mau nonton aja mesti buka setelan dulu , mana nanti tiba2 bisa berubah sendiri lgi mau nya nonton di 360, malah jadi 720 gila aja, kuota mahal cuiiii",1
"Tolong kalau pasang iklan jangan ditengah acara dalam video, minimal bagian awal dan akhir saja, karena saat saya belajar matematika di YouTube, pemahaman saya pecah karena ditengah penjelasan muncul iklan, tolong jangan pasang iklan di tengah video, karena itu mengganggu banget",4
"sumpah, ini youtube knp lagi? bukannya sya mau ngejelekin apk ini, anyway sy juga sebagai pelajar jdi kecewa krna, mau nge download vidio pelajaran pasti ngestuck, kebanyakan sub nya eror, vd banyak yg gabisa ke download, kadang klo mau nonton pelajaran bhsa inggris, sub nya eror yg di pake sub inggris malah sub cina jdinya, sy mau youtube kembali seperti semula, mohon diperbaiki.",1
Bug untuk sebagian video selalu stuck dan tidak bisa di putar sama sekali. Edit: ternyata bug ini kalau pakai WiFi. Wifi kencang tapi beberapa video suka bug buffering. Setelah itu video tidak bisa di putar kembali walaupun sudah restart aplikasi.,1
Semuanya bagus kayak fitur nya bisa buat vidio konten tpi sekarang youtube nya gk bisa di dowloand kenapa ya?? Padahal youtubenya bagus tpi kok gk bisa ke dowloand saat mau didowloand tulisanya tidak kompatibel gitu padahal dulunya bisa saya mohon agar diperbaiki lagi supaya saya bisa lebih menikmati lagi,1
"Videonya lancar-saja, tapi kadang saat saya mau mengescroll video (bukan Shorts), tiba-tiba gak bisa digerakin kebawah. Malahan jadi keatas, jadinya gak bisa liat video berikutnya. Walaupun ada cara lain, tapi itu tetap mengganggu. Mohon ya di fix🙏",4
"Waktu nonton video tiba-tiba terputus lalu muncul tulisan ""video telah disembunyikan"", saya kira normal tapi setelah dicek beberapa hari setelahnya masih hilang. Waktu coba cari video itu di lain handphone, video yang saya cari muncul dan bisa ditonton tapi video tersebut tetap tidak ada di handphone saya. Sudah coba upgrade tapi tetap seperti itu. Kenapa cuma di handphone saya yang seperti itu? Tolong direspon & diperbaiki. Akan saya kembalikan rating 5 stars kalau sudah diperbaiki, terimakasih",1
"Ga tau kenapa kalo lagi nonton YouTube shorts, videonya tiba tiba berubah. Misal lagi nonton A di tengah-tengah tiba tiba ganti video jadi ke B. Diperbaiki juga untuk iklan iklan yang terlalu banyak. Thank you",1
"Aneh,sekarang ya,masa g boleh loncat nonton nya misal dari menit 2 mau kemenit 8 langsung g bisa. Cuma bisa dipercepat 10 detik keatas,saya kira eror hp saya,pas coba hp satunya ternyata kendala sama,g bisa loncat ke menit yg saya suka,gedek gua sumpah",2
"Fitur dwonload di hapus? Kok gw ga bisa dwonload video lagi? Bug hasil pencarian, ketika klik tombol ""cari""(🔍) hilang semua Mohon dong jangan hilangin fitur dwonload nya plissss Gw nonton video yang durasinya 1 jam ga kuat kalau stream Jadi gw mohon banget",1
"kak saya mau nanya,knp ya kalau saya nonton youtube dengan resolusi 720p60 frame rate saya jadi turun ya kayak video nya jadi patah patah,jadi harus nurunin resolusi baru frame rate nya stabil lagi,mohon tips nya kak,terimakasihhh.",3
"Saya ga masalah ada iklan berapa aja, yang jadi masalah itu kenapa iklan sekarang kebanyakan 15-20 detik ga bisa di skip? Liat youtube aja udah pake kuota, ya kali harus langganan premium!",1
Putar otomatis nya acak padahal dulu kaga jadi ribet dengerin musik padahal udah pake youtube premium. Terkadang mati sendiri putar otomatis nya sedangkan pas saya lihat putar otomatis nya menyala. Tolong diperbaiki,2
"Apakah ytube tidak ada niatan utk bikin fitur 'bkerja di latar belakang gituh'. jujur lebih suka dngerin audio di ytube ketimbang di apk lain, tp tolong lah bkin fitur ytube bisa tetep bkerja meski apknya ditutup gitu🥺, spt kita dngerin musik dr apk lain, jd cukup ada notif aja. Bosen juga klo layarnya cuma munculin gambar pemutaran video aja:) semoga bisa dipertimbangkan yah",5
"Ada bug di penelusuran, setiap mau buka atau cari mesti langsung ilang terus ada tulisan kalau error, tolong segera di perbaiki lah bingung aku masa mau liat video harus ngetik² terus harusnya udah ada tinggal pencet. malah bingung aku terus jadi males 🙏😡",1
"Menurut saya aplikasi ini memandang usia hp.. msak di hp usia muda bisa dibuka sedangkan hp usia tua harus di update dulu di play store baru bisa dibuka. Tolong kak.. perbaiki lagi atau kembali ke versi sebelumnya. capek saya update terus setiap waktu, jadi bawaan tidak seru aduh..😴",2
"Sedikit masukan buat iklan yang muncul di bawah video yang sedang di tonton itu sangat mengganggu sekali, tadi pas nonton video udah berapa kali iklan nya kepencet sendiri. Tolong kedepannya buat masuk ke iklan yang muncul dibawah video yang lagi di tonton tolong hadir opsi tetap lihat iklan atau batalkan. Jadi saat kepencet sendiri iklan nya video yang youtube yang sedang di tonton tetap berjalan terus, engga stop tiba-tiba",1
"sebelum update, gabisa klik tombol search sambil menonton video yang sedang diputar. setelah di update akhirnya bisa kembali. tolong perbaiki dibagian resolusi otomatis, saat mau nonton video dibikin otomatis resolusinya langsung 1080p, jangan 720p. terimakasih",5
"Perbaiki youtube shortnya, gw klo liat video pertama dari youtube short ini kualitasnya otomatis jadi 144p, slide kedua malah jadi 480p, padahal jaringan gw bagus...atau seenggaknya kasih opsi biar kualitas video shortnya bisa diubah ubah, klo udh di fiks gw balik lagi ngasih bintang 5",3
Kebanyakan iklan lahh!!!! Makin kesini setiap nonton video apa iklannya setiap menit ada. Satu video 20 menit iklannya 5 kali. Apa supaya pake YouTube premium jadi di banyakin iklan? Menurut gua YouTube sekarang gak kaya dulu!!!! Mohon supaya di perbaiki lah kurang menikmati kalo banyak iklan terganggu banget.,1
"Pas nonton video kok jadi lemot ya? Sinyal saya bagus,banyak iklannya lagi dulu iklan nya cuma 1 itupun bisa di skip, Sekarang 2 iklan gak bisa di skip,satu lagi, ada bug pas nonton video short,waktu di swipe up masih ada gambar thumbnail dari video sebelumnya. Sorry saya kasih bintang 1 🙂",1
"Edit: MENDING UNINSTALL. Kenapa urutan subscribenya berubah lagi sih, kok ngga urut abjad dan terbaru sekaligus, jadi mesti pilih salah satu ; jumlah dislike kok hilang? Tau video itu ngga berkualitas darimana dong? Apakah gara2 memang tidak berkualitas semua video youtube itu? ; gara-gara mau muncul ads malah buffering, padahal video lancar ; false claim, merugikan creator ; update baru malah makin ribet buat atur resolusi.",1
"Susah banget jadi konten kreator sekarang, short aja harus 10jt view, baru mulai lagi bikin short sudah ada error view yang valid, 5k view tidak dihitung. Kamu kira bikin video gampang apa gimana?! Kesel gw jir",1
"Trimakasih ke developer yg tlah bkin ni app.. aku suka banget setiap bosen pasti aku bukany youtube krn banyak video menarikk! Aku suka bgt.. tapi setiap app pasti ada kekurangan ny kadang"" di hp aku setiap nonton video pasti dibawahnya ada saran video menarik lainny juga paling bawah ada komentarny nah pas aku mau scroll ke bawah aplikasi ny malah ke scroll ke atas aku gak tau apa cmn di hp aku aja atau gak. Tolong di perbaiki lagi ya!! Tapi sejauh ini aku suka bgt sama aplikasiny.. makasih!!",4
emm kadang ngeleg gitu pas liat youtube lodding nya lumayan lama tapi seruhh bgtt,5
tolong you tuber jangan eror trs saya buka aplikasi yt eror suka keluar sendiri trs gambr putih di pembaruin,1
"terlalu banyak iklan, terlalu banyak. 1 video berdurasi +/- 12mnt isi iklannya ada 8 bahkan lebih. belum muter video keseluruhan udah abis kuota di iklan. video dan audio juga patah - patah, pada dahal sinyal bagus, dipake streaming di tempat lain lancar lancar aja. makin diupdate makin ga jelas.",2
Tolong pihak youtube ada satu bug yang muncul lagi yaitu history penelusuran yang tiba-tiba hilang awalnya muncul sebentar lalu hilang begitu terus mohon bug ini segera di perbaiki bug ini sangat mengganggu sekali apalagi saat bingung ingin melihat video,1
"Kebiasaan gak di update Lihat live gampang lag,Patah-patah,Selalu kadang kadang ngebug Aplikasi ngefreeze, Dan udah di update kadang kadang masih selalu patah-patah apalagi pas habis di cas langsung buka youtube patah-patah, Kalo lihat youtube + di cas keyboard jadi lelet kayak Screen nya Gak respon,Patah-patah,Dan Iklan nya sekarang dikit tapi masalahnya durasi iklannya lebih lama,kalo gak di update begitulah banyak bug🗿",2
"Sekarang setiap ada yg bicara langsung ada tulisan dibawahnya,hanya sayang seringkali tidak sesuai dgn apa yg dikatakan bahkan rancu dan mengganggu,mohon tuk doperbaiki lagi tuliasn /text/ terjemah yg dibawah layarnya,trims",3
gemdnya bagus banget menuru t ku sis harus didonlot,5
"Pada awalnya gunain youtube fine aja, cuman pas di waktu tertentu sering ngebug dan pas buka video yang satu dengan internet yang lancar malah loadingnya lama banget. Kadang sering keluar sendiri dari aplikasi dan eror sendiri. Mohon diperbaiki lebih lanjut ya dan mampu memberikan pelayanan yang lebih bermutu.",4
"Update baru yang luar biasa.Mungkin pihak google tau kalau saya user yt go,Sekarang sudah cukup mudah konfigurasi download dan resolusi.Satu keluhan dari saya,tolong buat Iklan sesuai dengan resolusi video yang di tonton.Saat saya menonton video beresolusi rendah tapi iklannya malah resolusi tinggi😅,dan terakhir tolong buat opsi resolusi thumbnail rendah dan tinggi",5
sayaa kasih bintang 5 tapi saya mau request. Request nya youtube update. saya mau youtube mirip tiktok jadi namanya youtikbe atau gk tiktoyoutube sekian dari saya Arsakhafsafwan semoga dibaca. khusus youtube shourt🙏🙏🙏,5
Aku kasih bintang 5 soal nya bikin gak gabut dan bosen seruuu banget walaupun banyak iklan nya tapi aku bikin suka sama aplikasi ini😍😍😍😍😘😘😘,5
"Kenapa malah banyak fitur yg ngilang tombol ""Download"" nggk ada,bgroundnya jg jgn cuma item putih aja kali min usahakan bisa ngambil dari galery,aplg pas offline -_-,pas lg streaming mendadak kePause di tengah"" pdhl sinyal full,suara sama gambar nggk sinkron,perasaan malah bagusan youtube versi lawas banyak fiturnya, Mohon diperbaiki lagi sekian.",3
"YouTube sekarang aneh, iklannya gabisa diskip jangankan diskip, durasi iklannya aja gak keliatan. Mau keluar dari mode landscape video malah kepause vidionya dan gabisa dipencet kecuali dimode landscape lagi. Terus pas mau keluar buat nyari vidio lain tapi masih muter vidio, vidionya ngilang tapi durasinya tetep keputar di durasi terakhir kita tonton. Ngerti gak sih?",1
"Aku ga masalah sama iklan tpi tolong dong iklan nya jangan kelamaan, iklan macam apa 10 menit?!",2
Terlalu banyak bug pada saat mau putar video suka stuck tidak bisa memuat video. Harus di buka ulang aplikasinya baru bisa memuat videonya. Padahal jaringan sangat bagus lancar di semua aplikasi cmn youtube aja kyk gini!!,1
"Saya kok jadi gk bisa nonton streaming youtube, terjadi masalah dlm pemutaran trus udah di cobain berlaki² hasilnya nihil.. Padahal jaringan dan kuota full, pake wifi juga sama aja trus di batas umur padahal saya udah berumur 20 th tapi belum bisa nontn. Tolong ya buat pihat YT perbaiki lagi dan jgn banyak iklan ya",1
"Sering tidak langsung memutar video ketika pilih video yang ingin di lihat, jadi harus digeser dulu menitnya dan dikembalikan lagi ke detik nol lalu baru tombol play bisa ditekan. Sering berhenti di iklan dan tidak kembali ke video yang ingin dilihat. Mi10t pro",4
saya sudah dounload aplikasi ini tpi kok gk bisa dibuka ya,5
"YouTube anda sangat buruk sekali... Terutama YouTube short untuk komen aja Sangat lama dan bikin lag, berbeda dengan Instagram dan tiktok untuk komen tetap lancar dan tidak lag... Pantas kalo YouTube berada dibawah Instagram dan tiktok.. YouTube very bad",1
"Sayang di akun gw tiba² nggk ada yg bisa tonton di bagian beranda,cuman item doang,kalo mau nonton harus di cari dulu,parah ini mah 😭",1
"ya... aplikasi ini bisa untuk mencari yg bermakna tapi... di apk ini, pernah waktu itu aku mau nonton terus gambarnya hitam suaranya ada itu sering terjadi kalo gak salah 11 kali, ya... itu paling masalah jaringannya lo , yahh... seringlah macet kah apakah tapi itu bukan karena apk ini.. bagi yg komen kritis padahal bukan karena apk ini tapi jaringannya lelet. yg pk indosat itu sering lelet kalo telkomsel sih.... cepet habis kuota nya. dah itu dulu yaps oh ya subc channel aku MOUREEN KAREN, DAREN",5
"Adakan fitur Mp3 donk, jadi saat nonton video ketika layar hape di non aktivkan atau keluar dari aplikasi youtube, video masih berjalan dan masih bisa mendengarkan suara dari video nya, karna di youtube sendiri lagu-lagu nya lengkap ga seperti di aplikasi2 musik lainya, tolong ya di adakan.",4
banyak yg bilang jangan lupa like dan subscribe,1
"Ngeselin banget iklannya njing 😤, tiap nonton video ada aja iklannya, bahkan satu video aja yg di tonton iklannya bisa sampe dua, tiga, empat, lima atau bahkan lebih iklan yg muncul dalam satu tontonan video. Apa sekarang pihak Google udah miskin po makanya di YouTube nya tu di kasih iklan trus-terusan",1
"dulu sama sekarang udah beda, walaupun gratis sekarang sedikit sedikit iklan, dalam sekali iklan bisa 2x. contohnya (iklan 1 of 2, terus iklan 1 selesai dilanjut iklan 2 of 2) gak selang lama ikan lagi, gitu terus aja sampe kiamat",1
Ini youtube saya kenapa dah.. Abis update gw kira makin enak tanpa problem tapi setelah update malah yt gw jadi ga bisa landscape + ga ada tombol buat atur layar landscape lagi.. Yg bener aja update sesering itu di jabanin bukannya makin baik malah adaa aja bug nya,3
"upload video short kok kualitas video nya turun banget, padahal udh pake resolusi 1080p, dan volume udh diedit berkali"" tetapi audio tetap kecil, saya udh 4 kali hapus video dan edit ulang tapi hasilnya sama",1
Fiturnya nya dikurangi • pencarian di Video Lama dihilangkan • Foto [Channel klik Komunitas] tidak bisa di lihat jelas • Iklan tidak bisa diatur rekomendasi • Ketika Video Pencarian - Recommended Video nya gak bisa diatur [Rekomendasi Video / fitur Orang-orang juga menonton Ini yang muncul tidak berhubungan & Anda mungkin juga menyukai ini INI TIDAK BERHUBUNGAN DENGAN HASIL PENCARIAN VIDEO TERLEBIH INI BUKAN INI BUKAN REKOMENDASI KU] Lebih baik Perbaikan lagi,1
"Tidak bisa di akses,an tidak ada pembaharuan di hp,, diminta untuk buka lewat browser, Lalu bagaimana dengan video yang sudah di download? Hilang?",4
"Sesudah di update malah makin kacau bener dah, masa pas mau klik video malah loading terus!! padahal jaringan lancar!! Main game jga lancar² aja!! Tapi pas buka youtube malah loading terus!? Tolong di perbaiki lagi buat kedepannya!!! Saya kecewa update versi skrng!",1
"kenapa youtube saya tidak bisa di buat offline video padahal video yg ingin saya offline bisa di offline di hp teman saya... dan pihak youtube bilang kosongkan ruang padahal memori saya masih kosong banyak, dan banyak video yang belum ada subttitle indonesia..!! tolong lebih di perbaiki lagi",3
"Bukannya tambah bagus setelah apdate tapi malah menjadi gini. saya tidak bisa menonton karena loading terus, tak bisa mengunduh, vidio lama gak bisa diapus, padahal disaat itu internet saya sedang lancar lancarnya. Tolong diperbaiki!!!!!!!",1
apk ini sangat bagus +manfaat buat anak² remaja dan bapak² apk ini bnyk video yg menarik dari game berita cerita dongeng+horror dan horror dan tatangan,5
"Iklannya terlalu banyak sampe kenyang rasanya liatin iklan pas nonton video, kadang suka error habis keluar dari mode fullscreen videonya ke pause sendiri dan gk bisa ke play lagi, wajar kalau pada kasih bintang rendah 👍👎",1
"Tolong tambahkan histori mengenai video yang sudah di tonton, karena Algoritma YouTube mengandung SEO, terkadang hasil pencarian dengan kata kunci yang sama berbeda hasilnya setelah beberapa hari. Ini menjadi kendala ketika user menemukan video unik namun tidak bisa mencari kembali video tersebut",3
YouTube sekarang terlalu banyak iklan. saat anak nangis minta nonton lagu di YouTube terpaksa harus nunggu iklan 30detik baru bisa diputar. anak tambah tantrum dan ngambek sampe hp dibanting. jika YouTube tidak ada perubahan saya yakin beberapa tahun lagi pengguna YouTube bakal kabur.,1
cukup bagus dan sangat bermanfaat serta sangat membantu dalam pembelajaran dalam menambah ilmu pengetahuan kita,5
"Knpa di hp saya jadi loading terus yaa, padahal koneksi aktif, notip apapun masuk, IGan lancar tapi pas buka YouTube muter terus ( loading ) dan ga keluar gambar, Sarannya dong.. Udh di upgrade pun sama, buka di google sama aja .., jadi kecewa.",1
kalau boleh saran yang komen di aplikasi juga dapat uang kalau likenya banyak,5
"Makin update malah makin banyak masalah, masa lagi nonton malah berhenti tiba-tiba terus ga bisa play video lagi. Udahlah ga usah pake update fitur fitur Gajelas, balikin tampilan video pas dikecilin kayak dulu Gausah kayak kotak kecil yang bisa dipindah kemana mana, cukup pas dikecilin kayak persegi panjang aja ga usah di geser geser",1
terlalu sering minta update..tampilan dan performa sama aja..malah lbh banyak iklan kalau mau nonton,2
Maaf saya baru bisa kasih bintang 1 karena saya jujur sangat kecewa .... Pas saya masuk aplikasi YouTube tiba tiba nggak bisa di buka dan ada tulisan 'youtube versi ini sudah usang' nggak tau kenapa tapi saya sudah coba beberapa kali tetap gak bisa itu saja maaf jika ada perkataan yang kurang berkenan dan tolong cepat di perbaiki yaa🙏🙏🙏,1
kok gak berputar video nya dari tadi loading padahal saya sudah pake internet tolong di perbaiki secepat mungkin selama pihak youtube memperbaiki youtube saya saya akan unstal aplikasi tersebut ketika sudah di perbaiki saya akan memasang nya jadi secepatnya di perbaiki,1
baru aja di update kok malah ga bisa kata nya sudah usang. semakin lama semakin aneh. bener bener mengecewakan.,1
"Apk ini sangat bagus sekali.. Tapi sya tidak kasih 5 bintang karena iklan dri apk ini sedikit mengganggu karena terlalu banyak iklannya. Apalagi pas nonton film, lagi seru2 nya eh iklan pula. Sya harap kedepannya ini apk bisa ditangani masalah iklannya.. Nanti baru sya kasi 5 bintang deh",4
lancar dan tidak lemot saat di gunakan,5
Ya menurutku bagus untuk liat video dan di download juga😄,5
"Ini semuanya udah bagus, hanya saja, masih ada bug dimana saat nonton video, dan scroll ke bawah untuk melihat video-video yang ada, sering naik lagi ke video rekomendasi paling atas. Dan itu sangat mengganggu sekali. Tolong di perbaiki bug itu ya.",4
"aplikasi yt ini memang bagus, tapi kenapa setiap mau upload vidio panjang tu, Thumbnail nya gak bisa di pasang gitu, pake harus ke google segala lagi, kan udh di kasi Thumbnail pas di edit, ribet banget",2
"Ada bug dimana saat men scroll daftar video tidak dapat dilakukan ketika kita sedang memutar video lain. Telalu banyak iklan berdurasi panjang yang menurut saya tidak penting sama sekali. Tetapi setidaknya saya berterima kasih adanya aplikasi ini, membantu sekali bila digunakan dengan bijak 🙏",4
"aplikasi nonton video apa aplikasi iklan ini... isi nya iklan semua..... kalau di sutuh aplikasi berbayar supaya gak ada iklan, mending ganti nama aplikasi aja, aplkkasi iklan dan aplikasi nonton video... SAMPAH...!!!",1
"Yt skarang emng bagus tpi sering error gk jelas apalagi yg short itu,yg short itu sering keulang"" gitu videonya kalo yt biasa juga sub nya susah di ganti,trus sekarang yt saya error melulu.Eror nya itu tiba tiba keluar sendiri sama katanya jaringan nya jelek padahal saya pake wi-fi,wi-fi nya juga deket sebelahan mohon dikoreksi ya Yt.Trimaksih..",3
Kenapa sih youtube sekarang jadi lemot gini..vidio nya harus di jeda dlu biar vidio nya jalan ..terus kalo udah lancar gak sampe 5 detik udah lemot lagi..padahal jaringan wifi aku kuat..mohon diperbaiki ya mungkin ada kesalahan..maaf kalo ada kata2 yg buat tersinggung,4
Vidionya gak bisa diputar parah jd tambah jelek. Sekarang malah tambah jelek setelah beberapa kali di update. Padahal sinyal bagus tp video gak bisa di putar aneh kembalikan aja ke versi dulu. 🤔🤦‍♂️,1
yt shortnya loop gak jelas gak ganti ganti misal keluar dari YouTube short klik short lain pas di geser muncul yang udah di tonton,1
"subtitle nya terlalu kecil dan besar, dimohon subtitlenya seperti di device iPad, youtube short nya kehalang ama tombol pause, play next, dan previous video, balikin youtube yang kalau mau gaada tombol setting ataupun itu gak harus ke tanda silang",3
Saat belum dan sesudah update malah ada bug. Histori video biasa maupun short tidak terekam. Saat nonton video short video malah berulang ulang tidak refresh video baru. Update kali ini terlihat sekali bug nya,1
"Setelah update setiap klik video selalu zoom potrait dan loadingny lama,kalau biasanya scroll kebawah buat mengecilkan malah ganti video habis itu force close,dan satu lagi kalau bisa meminimize video gak bisa buat apa-apa,ngescroll gak bisa diklik malah buka lagi videonya jadi gak nyaman. No offense",2
masa untuk aplod harus pake verifikasi aku ngga pun nya WA youtube pliss lah gw udah cape 😭😭😭🙏🙏😖,2
"Aplikasi ini bagus..jadi jangan jelek2kan aplikasi ini..ada yang bilang selalu iklan terus..kan dipengaturan youtube emang ada iklan..contoh:kalian buat vidio terus ada pilihan mau dikasih iklan apa nggak,,ya kalo dikasih pasti ada. Terus yang muter2 itu wifinya eror🙄.. Jadi jangan asal jelek2kin aplikasi ini.Kalian tau banyak informasi bukan hanya dari TV tapi juga dari youtube kan. Thankz",5
Bagus bisa download melalui link yg dibagikan oleh creator banyak lah bagus sekali tapi keluh kesah saya yaitu terhafap iklan Saya tidak melarang untuk iklan tetapi iklan jangan terlalu sering kadang juga iklan tidak bisa di skip itu kalau ingin terburu buru iklan sangat mengganggu tapi selebihnya oke saya dukung,4
pengaturan kualitas video ribet,1
"Ketika saya pergi sebentar untuk mengambil air minum, kondisi hp ttp berada di youtube dan blm dimatikan. Setelah saya kembali, layarnya sudah mati. Waktu saya nyalakan kembali dan mulai melanjutkan tontonan; tiba-tiba layar youtube buram / tidak bergambar dan terkadang hanya muncul suaranya saja. Saya sering sekali mengalami ini ketika sedang belajar. Dan ini membuat saya tidak nyaman. Karna saya harus kembali dari yotube dan membersihkan riwayatnya tadi, supaya bsa teroperasi kmbli.",1
"video yang sedang didownload malah tidak berjalan...., stuck di 0 persen....",1
Kurang menyenangkan bagiku yg suka dengan dunia music banyak kekurangan dari segi pemakaian data yg menurut saya terlalu memboroskan dan juga yg paling menonjol adalah iklan yg terus keluar dalam 1 video aja bisa 3 sampek 5 iklan dan menurut aku itu kurang menyenangkan tolong lebih di perhatikan jangan sebab ada nya you tube premium terus pihak depoloper tidak memperhatikan yang lainnya ....,2
"Gila sih, skrg youtube bnyk banget iklannya. hmpir tiap kli nonton gw pasti iklan kecewa bngt gw ama youtube skrg bnyk bngt iklannya. Saran aja ya tolong dikurangin, jngan sering sering juga iklan nya. Kebanyakan iklanya 1 dari 2, itupun sering keduanya gk bisa di skip. Tolong bngt nih ya 😔",2
